job_id,minute,gpu_util,mem_util,loss,checkpoint
73,7,86.27,71.45,2.5679,0
73,8,87.85,63.26,2.5259,0
73,9,89.5,69.12,2.5165,0
73,10,79.44,63.28,2.4815,0
73,11,83.55,74.94,2.4059,0
73,12,78.82,62.42,2.3765,0
73,13,76.69,72.99,2.3831,0
73,14,79.89,67.54,2.3404,0
73,15,82.8,67.06,2.3176,1
73,16,84.53,69.37,2.2494,0
73,17,83.36,64.79,2.2228,0
73,18,84.75,69.96,2.2235,0
73,19,88.32,70.18,2.1657,0
73,20,95.81,67.64,2.1161,0
73,21,90.78,68.35,2.1092,0
73,22,95.63,73.39,2.0931,0
73,23,91.83,69.56,2.1135,0
73,24,90.95,65.26,2.0232,0
73,25,96.38,69.86,2.0163,1
73,26,90.23,65.99,2.043,0
73,27,88.6,65.41,1.9392,0
73,28,94.84,69.14,1.9586,0
73,29,95.24,64.58,1.9588,0
73,30,95.64,67.74,1.957,0
73,31,95.0,69.62,1.9595,0
73,32,93.74,73.33,1.9582,0
73,33,95.23,69.52,1.9576,0
73,34,94.64,63.19,1.9599,0
73,35,94.34,63.66,1.9555,0
73,36,93.95,72.78,1.9566,0
73,37,95.18,65.7,1.9588,0
73,38,95.12,63.05,1.9588,0
73,39,93.8,64.59,1.96,0
73,40,93.67,69.99,1.9553,0
73,41,96.36,67.94,1.959,0
73,42,95.44,69.55,1.9565,0
73,43,94.74,67.5,1.9585,0
73,44,95.21,64.29,1.9579,0
73,45,94.24,62.24,1.959,0
73,46,94.51,65.1,1.9577,0
73,47,94.68,67.97,1.9592,0
73,48,95.53,64.05,1.957,0
73,49,93.39,70.55,1.9579,0
73,50,93.74,64.6,1.9582,0
73,51,93.56,62.65,1.96,0
73,52,81.92,67.61,1.4419,0
73,53,79.45,69.89,1.4119,0
73,54,81.46,72.08,1.4703,0
73,55,86.19,62.77,1.3738,0
73,56,92.34,71.87,1.4214,0
73,57,93.12,68.16,1.3719,0
73,58,92.3,65.74,1.3695,0
73,59,92.91,69.65,1.308,0
73,60,95.26,71.67,1.3943,0
73,61,96.46,62.57,1.3056,0
73,62,87.61,66.31,1.2836,0
73,63,89.98,65.97,1.3011,0
73,64,85.49,69.48,1.2577,0
73,65,85.17,71.98,1.2711,1
73,66,80.22,67.82,1.2155,0
73,67,76.83,66.73,1.2137,0
73,68,76.56,68.94,1.2148,0
73,69,77.72,66.9,1.215,0
73,70,80.62,61.09,1.2143,0
73,71,77.97,69.15,1.216,0
73,72,79.39,70.56,1.2169,0
73,73,84.62,70.82,1.2153,0
73,74,86.72,64.14,1.2131,0
73,75,92.65,69.42,1.2157,0
73,76,92.86,72.2,1.2162,0
73,77,89.6,75.2,1.2161,0
73,78,59.66,69.04,1.2149,0
73,79,57.95,70.55,1.2143,0
73,80,58.27,64.63,1.217,0
73,81,58.87,64.23,1.2163,0
73,82,58.47,70.57,1.215,0
73,83,58.3,61.5,1.214,0
73,84,56.01,68.07,1.2161,0
73,85,58.61,71.9,1.2147,1
73,86,60.75,69.74,1.2163,0
73,87,78.18,69.72,1.216,0
73,88,83.31,67.45,1.2184,0
73,89,77.82,66.37,1.2157,0
73,90,81.86,74.07,1.2183,0
73,91,84.68,71.3,1.2159,0
73,92,88.37,70.14,1.215,0
73,93,85.04,67.69,1.2145,0
73,94,85.97,65.85,1.2147,0
73,95,88.63,70.84,1.2164,1
73,96,94.55,66.68,1.216,0
73,97,98.28,67.84,1.2135,0
73,98,94.99,69.45,1.2171,0
73,99,90.41,68.23,1.2177,0
73,100,93.34,72.25,1.2135,0
73,101,87.03,63.64,1.2171,0
73,102,83.72,67.81,1.218,0
73,103,82.62,74.02,1.2136,0
73,104,79.95,70.29,1.2153,0
73,105,78.15,67.01,1.2148,0
73,106,82.17,70.0,1.2171,0
73,107,77.85,67.46,1.2153,0
73,108,75.99,72.0,1.2153,0
74,0,86.59,56.04,3.2524,0
74,1,86.51,59.81,3.2011,0
74,2,85.81,61.53,3.1279,0
74,3,83.82,53.51,3.1062,0
74,4,84.51,49.38,3.0651,0
74,5,91.93,58.69,3.0441,0
74,6,93.06,56.52,2.9795,0
74,7,89.07,62.84,2.9583,0
74,8,84.03,57.71,2.9263,0
74,9,86.04,59.75,2.9197,0
74,10,85.26,58.26,2.8472,0
74,11,85.12,54.18,2.799,0
74,12,83.43,58.91,2.776,0
74,13,86.04,54.84,2.7656,0
74,14,84.48,54.7,2.6793,0
74,15,87.03,55.53,2.7211,0
74,16,81.45,55.26,2.6596,0
74,17,82.46,58.19,2.6384,0
74,18,83.54,57.64,2.6019,0
74,19,84.21,59.67,2.549,0
74,20,78.75,54.1,2.5083,0
74,21,83.25,58.07,2.4904,0
74,22,83.2,57.38,2.4906,0
74,23,84.33,59.42,2.4959,0
74,24,84.57,59.57,2.4837,0
74,25,89.6,59.29,2.4887,0
74,26,83.98,55.85,2.4891,0
74,27,84.67,58.89,2.4867,0
74,28,85.7,57.28,2.4855,0
74,29,87.59,62.76,2.4897,0
74,30,89.41,59.15,2.4893,0
74,31,87.68,59.06,2.484,0
74,32,91.25,54.98,2.4812,0
74,33,88.42,57.05,2.486,0
74,34,87.68,59.6,2.4854,0
74,35,83.91,58.58,2.4901,0
74,36,90.98,58.55,2.4845,0
74,37,85.43,53.56,2.4872,0
74,38,88.74,56.38,2.4816,0
74,39,82.22,58.0,2.4821,0
74,40,85.08,62.43,2.485,0
74,41,80.97,53.15,2.4869,0
74,42,86.47,55.69,2.4848,0
74,43,84.48,53.13,2.4884,0
74,44,83.78,59.8,2.4816,0
74,45,43.35,62.38,2.4871,0
74,46,39.36,59.9,2.4871,0
74,47,41.9,60.55,2.4825,0
74,48,41.47,55.72,2.4887,0
74,49,40.78,59.93,2.4799,0
74,50,40.36,56.5,2.4853,0
74,51,42.19,59.0,2.4907,0
74,52,42.49,60.33,2.4797,0
74,53,41.4,57.94,2.4903,0
74,54,86.95,61.28,2.4836,0
74,55,83.22,58.33,2.4857,1
74,56,89.65,59.64,2.493,0
74,57,85.88,64.49,2.4855,0
74,58,84.41,60.31,1.6318,0
74,59,94.72,56.57,1.5551,0
74,60,94.34,57.38,1.555,0
74,61,95.18,61.44,1.5531,0
74,62,95.02,61.95,1.5538,0
74,63,94.53,58.71,1.5542,0
74,64,94.29,54.24,1.5562,0
74,65,94.64,55.97,1.5537,0
74,66,93.96,59.36,1.5585,0
74,67,93.58,60.56,1.5551,0
74,68,93.49,61.83,1.5546,0
74,69,94.42,52.72,1.5553,0
74,70,93.73,61.43,1.5521,0
74,71,94.36,63.1,1.5556,0
74,72,95.7,51.64,1.5526,0
74,73,94.32,58.8,1.5552,0
74,74,94.63,61.09,1.5535,0
74,75,94.3,54.59,1.5532,0
74,76,95.68,57.32,1.5563,0
74,77,96.0,60.5,1.5541,0
74,78,94.08,57.25,1.5524,0
74,79,95.16,57.73,1.5554,0
74,80,96.39,59.48,1.5527,0
74,81,93.46,55.31,1.5558,0
74,82,95.39,55.62,1.5542,0
74,83,92.94,60.23,1.5527,0
74,84,94.53,61.67,1.5552,0
74,85,94.38,60.02,1.5548,0
74,86,92.97,62.9,1.5516,0
74,87,95.49,60.08,1.5541,0
74,88,85.64,64.36,1.1818,0
74,89,87.36,59.02,1.1491,0
74,90,80.24,59.58,1.1476,0
74,91,85.67,60.03,1.1373,0
74,92,83.16,56.94,1.1599,0
74,93,78.77,56.49,1.1227,0
74,94,79.92,56.12,1.1114,0
74,95,80.06,57.15,1.0706,0
74,96,82.82,65.03,1.1143,0
74,97,82.58,64.28,1.054,0
74,98,86.57,57.84,1.0551,0
74,99,86.8,57.56,1.0842,0
74,100,81.72,52.38,1.063,0
74,101,82.91,55.84,1.0091,0
74,102,88.8,56.39,0.993,0
74,103,86.65,57.5,1.0046,0
74,104,88.0,57.11,0.9852,0
74,105,90.11,59.46,0.953,0
74,106,90.96,61.15,0.961,0
74,107,85.58,56.64,0.9014,0
74,108,82.74,63.13,0.9832,0
74,109,87.45,59.86,0.9721,0
74,110,84.88,61.49,0.977,0
74,111,86.34,57.5,0.9414,0
74,112,85.06,60.46,0.9123,0
74,113,81.95,60.18,0.9401,0
74,114,88.76,63.22,0.8881,0
74,115,82.85,60.78,0.8638,0
74,116,80.79,61.38,0.8846,0
74,117,82.08,57.23,0.8901,0
74,118,82.97,62.41,0.8511,1
74,119,80.12,54.99,0.8369,0
74,120,87.77,57.1,0.8445,0
74,121,78.64,59.66,0.8571,0
74,122,79.47,55.36,0.8352,0
74,123,79.89,56.05,0.8969,0
74,124,84.78,56.05,0.8198,0
74,125,86.85,59.96,0.8343,0
74,126,85.72,58.34,0.7718,0
74,127,88.51,61.71,0.8152,0
74,128,89.14,64.46,0.7816,0
74,129,87.58,59.63,0.7856,0
74,130,89.82,57.29,0.8209,0
74,131,88.32,59.93,0.7623,0
74,132,87.62,56.13,0.7319,0
74,133,87.0,58.63,0.7289,0
74,134,88.25,66.21,0.7552,0
74,135,89.98,58.21,0.7471,0
74,136,83.08,59.73,0.7395,0
74,137,84.0,58.34,0.6988,0
74,138,84.71,57.59,0.7752,0
74,139,87.86,60.26,0.7548,1
74,140,83.82,55.01,0.7151,0
74,141,80.14,58.32,0.6676,0
74,142,79.49,54.75,0.7391,0
74,143,84.11,63.45,0.7219,0
74,144,80.93,61.78,0.69,0
74,145,78.93,56.52,0.7115,0
74,146,85.04,53.25,0.6634,0
74,147,83.94,60.29,0.646,0
74,148,80.99,58.69,0.6683,0
74,149,81.5,65.55,0.6199,0
74,150,80.34,63.03,0.6255,0
74,151,85.07,60.73,0.6614,0
74,152,88.17,57.24,0.6484,0
74,153,90.45,58.04,0.6025,0
74,154,89.58,59.73,0.6216,0
74,155,85.51,59.89,0.5932,0
74,156,88.09,56.7,0.6093,0
74,157,92.18,54.73,0.6016,0
74,158,86.92,64.61,0.6363,0
74,159,89.53,58.92,0.6027,0
74,160,88.47,60.09,0.5957,1
74,161,87.91,56.25,0.5872,0
74,162,86.19,62.92,0.5493,0
75,0,78.36,74.5,3.1547,0
75,1,82.86,76.18,3.1181,0
75,2,83.68,72.59,3.0985,0
75,3,84.62,76.08,3.0523,0
75,4,86.88,77.33,3.0636,0
75,5,83.67,76.72,3.0538,1
75,6,87.95,70.66,3.024,0
75,7,88.9,66.77,2.9894,0
75,8,85.75,72.31,2.9472,0
75,9,42.01,73.22,2.9222,0
75,10,42.22,66.82,2.9052,0
75,11,40.93,72.86,2.8692,0
75,12,41.39,64.96,2.8727,0
75,13,41.43,77.32,2.7746,0
75,14,44.13,74.11,2.8099,0
75,15,40.88,70.23,2.804,1
75,16,81.99,73.06,2.844,0
75,17,78.0,73.43,2.761,0
75,18,77.05,74.13,2.7414,0
75,19,77.77,72.89,2.6993,0
75,20,73.66,75.52,2.743,0
75,21,75.92,68.88,2.6597,0
75,22,79.25,72.29,2.7111,0
75,23,76.91,78.04,2.6222,0
75,24,79.44,71.63,2.6426,0
75,25,83.37,73.4,2.6353,1
75,26,84.22,69.69,2.642,0
75,27,85.02,79.15,2.6476,0
75,28,86.5,73.54,2.6465,0
75,29,87.04,68.9,2.6434,0
75,30,90.44,75.95,2.6476,0
75,31,94.01,69.46,2.6431,0
75,32,89.61,74.73,2.6405,0
75,33,91.78,75.77,2.6476,0
75,34,86.82,78.76,2.6425,0
75,35,85.2,73.35,2.6487,1
75,36,83.66,72.83,2.6373,0
75,37,81.87,66.6,2.6427,0
75,38,81.87,71.31,2.6471,0
75,39,83.24,70.54,2.6467,0
75,40,82.05,72.14,2.644,0
75,41,76.96,71.12,2.6459,0
75,42,76.37,75.04,2.6454,0
75,43,76.45,71.0,2.6392,0
75,44,76.68,74.11,2.6435,0
75,45,77.59,72.33,2.6457,1
75,46,75.54,70.81,2.6467,0
75,47,76.82,70.54,2.6446,0
75,48,81.8,73.38,2.6428,0
75,49,79.06,76.79,2.6398,0
75,50,79.82,70.49,2.6477,0
75,51,82.63,72.82,2.6473,0
75,52,84.59,74.13,2.6485,0
75,53,81.99,72.62,2.6408,0
75,54,85.97,67.4,2.1089,0
75,55,89.08,74.12,2.0678,1
75,56,93.66,68.16,2.0866,0
75,57,87.57,68.2,2.0718,0
75,58,90.65,68.77,2.0486,0
75,59,88.66,72.2,2.0198,0
75,60,90.23,69.79,2.0396,0
75,61,84.6,68.37,2.0418,0
75,62,87.51,73.82,1.9835,0
75,63,86.72,72.6,1.9622,0
75,64,85.24,74.95,1.9664,0
75,65,83.66,70.49,1.9702,1
75,66,79.19,72.49,1.9671,0
75,67,79.01,75.08,1.9664,0
75,68,75.65,68.74,1.9682,0
75,69,70.63,70.7,1.9599,0
75,70,76.71,75.66,1.9604,0
75,71,75.93,72.74,1.9661,0
75,72,79.39,72.23,1.9644,0
75,73,80.11,72.56,1.964,0
75,74,76.56,76.35,1.9695,0
75,75,86.51,72.61,1.9692,1
75,76,83.2,72.82,1.9619,0
75,77,80.59,72.63,1.9667,0
75,78,82.44,67.83,1.9596,0
75,79,81.18,74.19,1.9595,0
75,80,89.61,70.22,1.962,0
75,81,87.14,68.89,1.9649,0
75,82,86.74,67.44,1.9628,0
75,83,87.23,68.06,1.9667,0
75,84,87.7,65.87,1.9651,0
75,85,89.14,69.61,1.969,1
75,86,82.52,71.38,1.967,0
75,87,82.64,75.86,1.6981,0
75,88,84.98,72.86,1.661,0
75,89,80.75,73.44,1.6755,0
75,90,82.13,76.52,1.6978,0
75,91,77.98,64.13,1.6335,0
75,92,81.9,73.86,1.5757,0
75,93,77.51,73.63,1.6122,0
75,94,79.41,75.15,1.5992,0
75,95,77.36,67.29,1.6047,1
75,96,77.63,70.96,1.5344,0
75,97,74.81,69.89,1.582,0
75,98,80.46,68.82,1.5531,0
75,99,79.24,79.62,1.5735,0
75,100,77.7,70.98,1.5304,0
75,101,76.34,75.46,1.5551,0
75,102,83.55,74.8,1.4857,0
75,103,88.51,68.36,1.5141,0
75,104,83.87,71.11,1.4797,0
75,105,84.97,72.86,1.4821,0
75,106,87.41,73.87,1.5527,0
75,107,91.49,73.67,1.4493,0
75,108,84.3,77.94,1.4526,0
75,109,87.02,75.41,1.4502,0
75,110,85.52,74.65,1.4549,0
75,111,88.49,75.59,1.4534,0
75,112,85.49,76.74,1.4497,0
75,113,83.54,70.81,1.4505,0
75,114,82.4,67.94,1.4599,0
75,115,83.23,70.86,1.4483,1
75,116,82.57,68.56,1.4497,0
75,117,80.98,69.73,1.4498,0
75,118,78.76,72.98,1.4485,0
75,119,80.01,71.02,1.4488,0
75,120,73.8,74.62,1.4512,0
75,121,77.06,73.59,1.4527,0
75,122,82.32,73.77,1.4474,0
75,123,72.58,68.89,1.4502,0
75,124,76.89,70.05,1.4495,0
75,125,76.94,66.95,1.4485,1
75,126,81.74,74.38,1.4541,0
75,127,86.19,78.45,1.4495,0
75,128,85.5,73.22,1.448,0
75,129,85.08,73.48,1.4538,0
75,130,88.26,71.09,1.4547,0
75,131,87.18,72.03,1.4521,0
75,132,89.06,76.5,1.4491,0
75,133,90.42,72.95,1.4508,0
75,134,93.17,74.6,1.4498,0
75,135,89.44,76.58,1.4514,1
75,136,88.03,75.98,1.4579,0
75,137,91.44,72.78,1.4548,0
75,138,80.09,73.0,1.4522,0
75,139,83.23,71.52,1.453,0
75,140,80.02,74.18,1.4528,0
75,141,79.73,71.44,1.4535,0
75,142,80.42,73.73,1.451,0
75,143,80.17,75.8,1.4538,0
75,144,75.51,67.62,1.45,0
75,145,77.92,67.11,1.4507,0
75,146,73.82,72.55,1.4565,0
75,147,73.07,74.69,1.4528,0
75,148,77.03,73.54,1.4556,0
75,149,77.24,69.05,1.4521,0
75,150,82.73,75.38,1.4501,0
75,151,85.75,78.41,1.4517,0
75,152,80.46,70.07,1.4575,0
75,153,79.03,70.51,1.4511,0
75,154,81.66,72.76,1.4561,0
75,155,84.35,72.3,1.4539,1
75,156,88.07,76.29,1.4535,0
75,157,87.7,73.53,1.4522,0
75,158,85.66,71.81,1.4519,0
75,159,93.33,70.91,1.4542,0
75,160,90.2,68.1,1.4554,0
75,161,92.24,76.79,1.4537,0
75,162,82.32,74.56,1.4545,0
75,163,88.71,72.41,1.4527,0
75,164,83.68,73.01,1.4567,0
75,165,81.51,72.36,1.4537,1
75,166,80.97,67.38,1.4565,0
75,167,77.69,68.42,1.4518,0
75,168,77.79,72.07,1.4533,0
75,169,79.48,72.02,1.455,0
75,170,71.51,72.64,1.4536,0
75,171,79.83,77.77,1.4542,0
75,172,77.12,71.82,1.4518,0
75,173,76.31,70.39,1.4527,0
75,174,79.73,72.84,1.452,0
75,175,79.41,68.49,1.4532,1
75,176,78.66,73.15,1.4531,0
75,177,79.44,70.51,1.4525,0
75,178,86.7,73.36,1.4543,0
75,179,80.81,72.14,1.4517,0
75,180,85.44,72.26,1.45,0
75,181,83.63,74.56,1.4525,0
75,182,89.31,74.88,1.4567,0
75,183,88.44,78.78,1.4541,0
75,184,85.77,74.76,1.452,0
75,185,86.54,71.95,1.454,1
75,186,88.27,70.78,1.4531,0
75,187,87.96,73.72,1.4539,0
75,188,81.21,77.06,1.4547,0
75,189,82.88,75.25,1.4536,0
75,190,83.5,70.54,1.4535,0
75,191,84.54,74.04,1.4557,0
75,192,82.09,73.35,1.4542,0
75,193,77.48,75.83,1.4536,0
75,194,79.98,73.58,1.4534,0
75,195,75.86,73.47,1.4525,1
75,196,68.36,69.14,1.4514,0
75,197,79.68,75.06,1.4544,0
75,198,77.52,68.51,1.4553,0
75,199,77.51,72.95,1.454,0
75,200,78.06,71.03,1.4542,0
75,201,80.07,70.85,1.452,0
75,202,80.79,74.43,1.4524,0
75,203,81.62,72.67,1.4513,0
75,204,82.28,65.5,1.453,0
75,205,85.6,72.09,1.4549,0
75,206,84.51,71.52,1.4523,0
76,0,78.13,64.51,3.4109,0
76,1,82.17,67.58,3.3799,0
76,2,83.27,68.35,3.2915,0
76,3,83.68,68.86,3.2516,0
76,4,85.83,62.35,3.2285,0
76,5,84.2,64.8,3.1524,1
76,6,79.54,61.74,3.133,0
76,7,82.33,66.12,3.0921,0
76,8,78.14,56.7,3.0347,0
76,9,74.5,59.36,3.0149,0
76,10,78.66,61.88,3.0083,0
76,11,73.33,63.0,2.9698,0
76,12,75.57,63.67,2.9123,0
76,13,78.01,67.0,2.8826,0
76,14,78.41,61.23,2.8384,0
76,15,78.63,59.31,2.7674,0
76,16,79.31,62.02,2.7519,0
76,17,81.23,61.36,2.7676,0
76,18,81.26,64.84,2.7404,0
76,19,83.82,67.76,2.6564,0
76,20,82.28,67.49,2.6736,1
76,21,79.11,66.45,2.5838,0
76,22,80.34,61.47,2.5696,0
76,23,77.82,62.7,2.5487,0
76,24,78.59,64.46,2.5144,0
76,25,77.72,60.87,2.474,0
76,26,79.65,61.15,2.4649,0
76,27,78.07,64.31,2.452,0
76,28,74.54,59.09,2.3675,0
76,29,73.14,66.46,2.3787,0
76,30,76.38,61.98,2.3717,0
76,31,80.52,64.8,2.3098,0
76,32,79.09,63.8,2.2793,0
76,33,82.41,66.94,2.2449,0
76,34,84.22,56.8,2.2898,0
76,35,82.24,66.96,2.2512,1
76,36,83.26,66.9,2.1808,0
76,37,79.56,64.03,2.1925,0
76,38,77.54,64.75,2.1249,0
76,39,82.21,64.97,2.1096,0
76,40,76.74,60.48,2.0628,0
76,41,76.58,63.34,2.0194,0
76,42,78.56,65.85,2.0274,0
76,43,37.43,57.82,2.0081,0
76,44,34.8,64.59,2.0065,0
76,45,38.98,63.44,1.9897,0
76,46,37.79,65.06,1.9481,0
76,47,85.64,59.37,1.9045,0
76,48,80.86,60.95,1.8912,0
76,49,83.37,58.99,1.9261,0
76,50,84.22,58.96,1.8811,1
76,51,83.49,65.67,1.8803,0
76,52,78.99,61.42,1.8687,0
76,53,75.34,61.19,1.7878,0
76,54,79.11,66.45,1.8049,0
76,55,76.32,62.15,1.7423,0
76,56,75.33,66.07,1.7715,0
76,57,80.58,60.03,1.7474,0
76,58,76.5,62.14,,0
76,59,77.25,60.46,,0
76,60,75.63,64.83,,0
76,61,79.04,62.56,,0
76,62,85.28,65.38,,0
76,63,82.12,63.64,,0
76,64,85.71,57.34,,0
76,65,80.44,62.39,,0
76,66,80.43,58.58,,0
76,67,78.88,64.22,,0
76,68,80.67,64.85,,0
76,69,77.44,65.16,,0
76,70,74.07,62.81,,0
76,71,78.09,58.29,,0
76,72,77.67,63.81,,0
76,73,78.07,64.4,,0
76,74,79.26,62.63,,0
76,75,77.98,63.44,,0
76,76,84.87,57.52,,0
76,77,82.82,63.38,,0
76,78,84.6,62.86,,0
76,79,85.1,59.54,,0
76,80,81.32,64.77,,0
76,81,87.36,61.7,,0
76,82,51.92,63.87,,0
76,83,53.09,64.65,,0
76,84,54.19,64.17,,0
76,85,53.47,59.16,,0
76,86,52.19,62.03,,0
76,87,54.51,69.57,,0
76,88,52.95,67.37,,0
76,89,51.06,65.69,,0
76,90,52.44,64.0,,0
76,91,80.58,60.22,,0
76,92,80.6,62.69,,0
76,93,80.04,61.91,,0
76,94,87.82,62.93,,0
76,95,85.54,58.84,,0
76,96,82.72,66.05,,0
76,97,79.53,55.12,,0
76,98,80.42,65.75,,0
76,99,78.51,65.81,,0
76,100,75.86,70.16,,0
76,101,77.28,62.43,,0
76,102,77.71,61.62,,0
76,103,78.91,63.54,,0
76,104,76.27,64.86,,0
76,105,81.15,62.91,,0
76,106,84.63,59.63,,0
76,107,83.79,64.86,,0
76,108,89.44,63.18,,0
76,109,83.69,60.16,,0
76,110,79.4,58.31,,0
76,111,80.52,70.59,,0
76,112,79.5,65.68,,0
76,113,80.94,64.86,,0
76,114,80.1,62.84,,0
76,115,77.22,65.25,,0
76,116,77.04,60.02,,0
76,117,81.21,63.78,,0
76,118,75.11,63.91,,0
76,119,78.29,60.1,,0
76,120,78.92,62.87,,0
76,121,78.74,61.94,,0
76,122,77.97,60.89,,0
76,123,87.15,61.57,,0
76,124,82.24,58.06,,0
76,125,83.08,66.37,,0
76,126,83.74,67.87,,0
76,127,78.22,60.4,,0
76,128,77.47,66.51,,0
76,129,77.98,63.09,,0
76,130,75.79,63.15,,0
76,131,73.13,59.3,,0
76,132,77.93,61.51,,0
76,133,76.01,64.78,,0
76,134,78.79,60.26,,0
76,135,80.18,60.96,,0
76,136,84.08,61.66,,0
76,137,83.9,52.96,,0
76,138,81.75,64.17,,0
76,139,87.05,65.09,,0
76,140,82.53,64.28,,0
76,141,80.64,66.01,,0
76,142,78.81,61.85,,0
76,143,73.72,68.62,,0
76,144,76.53,60.65,,0
76,145,77.89,62.51,,0
76,146,72.91,62.21,,0
76,147,80.68,63.74,,0
76,148,71.56,62.46,,0
76,149,76.48,62.87,,0
76,150,76.3,61.15,,0
76,151,83.93,61.87,,0
76,152,84.64,56.48,,0
76,153,83.23,65.59,,0
76,154,80.59,60.12,,0
76,155,80.73,61.71,,0
76,156,83.32,60.0,,0
76,157,46.08,64.89,,0
76,158,44.77,61.55,,0
76,159,48.09,55.85,,0
76,160,45.59,64.02,,0
76,161,45.04,60.94,,0
76,162,73.08,63.11,,0
76,163,73.88,65.68,,0
76,164,76.6,60.22,,0
76,165,80.22,63.03,,0
76,166,81.74,60.87,,0
77,0,87.94,62.42,2.4744,0
77,1,94.9,55.02,2.452,0
77,2,90.98,59.4,2.407,0
77,3,98.95,55.77,2.364,0
77,4,93.54,60.16,2.3738,0
77,5,92.88,59.71,2.3451,0
77,6,99.43,53.33,2.3425,0
77,7,92.94,61.78,2.2923,0
77,8,94.25,63.1,2.2764,0
77,9,88.2,60.66,2.2566,0
77,10,86.28,56.66,2.241,0
77,11,77.89,65.04,2.2279,0
77,12,87.02,66.94,2.1582,0
77,13,85.46,62.45,2.1776,0
77,14,84.94,60.18,2.1339,0
77,15,88.02,60.22,2.1331,0
77,16,88.39,62.54,2.1329,0
77,17,87.86,61.51,2.0224,0
77,18,92.96,62.55,2.0849,0
77,19,93.06,62.59,2.0313,0
77,20,96.31,59.03,1.9928,0
77,21,93.99,58.78,1.9835,0
77,22,93.03,60.4,1.949,0
77,23,91.7,62.65,1.9682,1
77,24,89.22,56.57,1.9106,0
77,25,88.22,60.56,1.9477,0
77,26,88.71,61.14,1.9163,0
77,27,84.13,59.78,1.8863,0
77,28,81.94,65.45,1.8116,0
77,29,86.39,64.94,1.8115,0
77,30,84.32,62.49,1.8249,0
77,31,87.53,66.56,1.8088,0
77,32,86.55,63.88,1.8157,0
77,33,87.52,61.65,1.7024,0
77,34,86.51,59.81,1.7394,0
77,35,89.79,60.06,1.7627,0
77,36,91.74,62.39,1.7169,0
77,37,95.32,60.13,1.6975,0
77,38,94.33,56.69,1.6529,0
77,39,91.32,60.1,1.7039,0
77,40,85.59,64.33,1.6497,0
77,41,91.95,53.52,1.6738,0
77,42,91.06,65.45,1.6679,0
77,43,89.44,62.97,1.6491,0
77,44,83.14,60.54,1.6006,0
77,45,87.21,62.11,1.5746,0
77,46,85.83,64.13,1.5585,0
77,47,86.32,61.34,1.6072,0
77,48,84.55,64.09,1.5386,0
77,49,87.38,63.8,1.5563,0
77,50,94.19,61.77,1.5283,0
77,51,95.7,57.91,1.4924,0
77,52,93.0,60.95,1.483,0
77,53,94.72,55.12,1.5056,0
77,54,89.21,62.58,1.4638,0
77,55,97.44,59.99,1.4387,0
77,56,95.35,59.4,1.4172,0
77,57,92.84,63.21,1.4328,0
77,58,88.63,57.43,1.3994,0
77,59,88.38,61.58,1.4149,0
77,60,90.14,60.23,1.4516,0
77,61,86.08,60.7,1.389,0
77,62,91.06,62.1,1.4093,0
77,63,86.54,66.71,1.3347,0
77,64,82.95,62.44,1.3581,0
77,65,85.56,65.32,1.361,0
77,66,86.57,65.43,1.3529,0
77,67,92.42,63.55,1.3393,0
77,68,94.99,55.71,1.2968,0
77,69,97.86,60.53,1.3078,0
77,70,93.65,57.97,1.2494,0
77,71,95.86,69.84,1.3045,0
77,72,97.38,58.23,1.2301,0
77,73,96.9,56.75,1.275,0
77,74,88.3,52.93,1.2596,0
77,75,91.02,58.14,1.2494,0
77,76,84.6,61.61,1.2652,0
77,77,84.46,64.51,1.2297,0
77,78,81.59,58.03,1.2301,0
77,79,82.86,64.76,1.2366,0
77,80,81.06,61.05,1.228,0
77,81,82.69,59.79,1.2296,0
77,82,84.89,61.76,1.2273,0
77,83,89.76,65.5,1.2251,1
77,84,91.01,61.4,1.2277,0
77,85,88.55,57.92,1.2277,0
77,86,100.0,62.52,1.2284,0
77,87,93.41,62.47,1.2318,0
77,88,91.27,60.67,1.23,0
77,89,95.31,64.31,1.2328,0
77,90,92.49,54.38,1.2305,0
77,91,88.71,62.32,1.2306,0
77,92,89.79,63.6,1.2293,0
77,93,85.3,56.9,1.2354,0
77,94,84.78,56.79,1.2289,0
77,95,88.29,64.24,1.2326,0
77,96,84.73,64.77,1.2268,0
77,97,86.48,65.32,1.2294,0
77,98,84.8,59.17,1.2356,0
77,99,88.14,61.85,1.232,0
77,100,87.74,62.24,1.2262,0
77,101,89.52,56.12,1.2272,0
77,102,92.13,61.72,1.2345,0
77,103,92.53,61.66,1.2303,0
77,104,97.3,63.48,1.2293,0
77,105,95.86,59.53,1.2279,0
77,106,87.72,65.0,1.2292,0
77,107,96.24,61.49,1.234,0
77,108,91.69,66.37,1.2281,0
77,109,91.02,63.48,1.2284,0
77,110,86.0,62.08,1.2317,0
77,111,81.41,57.7,1.2272,0
77,112,81.16,57.28,1.2275,0
77,113,88.79,66.05,1.2301,1
77,114,81.21,63.88,1.2302,0
77,115,83.02,60.39,1.2278,0
77,116,87.32,59.99,1.2314,0
77,117,86.87,61.91,1.2307,0
77,118,93.48,57.21,1.2246,0
77,119,95.13,59.84,1.2322,0
77,120,95.53,63.08,0.8211,0
77,121,93.15,63.48,0.8688,0
77,122,94.88,60.14,0.8617,0
